Poste_Origem,Poste_Destino,Distancia,Lat_Poste_Origem,Lon_Poste_Origem,Lat_Poste_Destino,Lon_Poste_Destino
15-00152    ,15-05876    ,169.3724746121695,-3.7486792287558135,-38.54044066161456,-3.748497496919442,-38.53892612785265
08-00422    ,08-05183    ,340.5304685340212,-3.7339337228984415,-38.5414164297624,-3.737009489579966,-38.54124372904381
08-00048    ,08-06447    ,587.8095461116636,-3.7187682816815726,-38.535185867215496,-3.717721599357293,-38.54037570783153
15-03722    ,15-05736    ,718.3768623823083,-3.7558161658161007,-38.556227831854876,-3.753732292556861,-38.55009996544801
15-05206    ,15-05706    ,863.4161461347883,-3.7475590938249312,-38.54358025690791,-3.754111067763267,-38.547813458457334
08-00048    ,08-07307    ,1506.0253618797394,-3.7187682816815726,-38.535185867215496,-3.732194704223385,-38.53748983915242
15-03722    ,15-05743    ,1667.9598316506306,-3.7558161658161007,-38.556227831854876,-3.7704825878191053,-38.55975970647044
15-02045    ,15-05381    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05385    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05386    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05384    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05380    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05382    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
15-02045    ,15-05383    ,1915.0968684703653,-3.754861289426373,-38.52950850660858,-3.7716766887358624,-38.52535568240477
